entry order,YEAR,MONTH,DAY,SITE,OBSERVER,BUDDY,SIDE,ZONE,TRANSECT,HEADING,DEPTH (M),DEPTH (FT),SEGMENT,CATEGORY,CLASSCODE,COUNT,Cntrl a,notes,problems
815,2016,8,11,Tatoosh Island,Kinsey Frick,Steve Lonhart,1,5,4,,,16,0-10m,SUBSTRATE,BEDRK,10,,,
816,2016,8,11,Tatoosh Island,Kinsey Frick,Steve Lonhart,1,5,4,,,16,0-10m,RELIEF,1m-2m,3,,,
817,2016,8,11,Tatoosh Island,Kinsey Frick,Steve Lonhart,1,5,4,,,16,0-10m,RELIEF,>2m,7,,,
818,2016,8,11,Tatoosh Island,Kinsey Frick,Steve Lonhart,1,5,4,,,16,0-10m,COVER,MACPYR_HF,3,,,
819,2016,8,11,Tatoosh Island,Kinsey Frick,Steve Lonhart,1,5,4,,,16,0-10m,COVER,CRUCOR,3,,,
820,2016,8,11,Tatoosh Island,Kinsey Frick,Steve Lonhart,1,5,4,,,16,0-10m,COVER,COLTUN,1,,,
821,2016,8,11,Tatoosh Island,Kinsey Frick,Steve Lonhart,1,5,4,,,16,0-10m,COVER,HYDROID,2,,,
822,2016,8,11,Tatoosh Island,Kinsey Frick,Steve Lonhart,1,5,4,,,16,0-10m,COVER,ARTCOR,1,,,
823,2016,8,11,Tatoosh Island,Kinsey Frick,Steve Lonhart,1,5,4,,,16,10-20m,SUBSTRATE,BEDRK,10,,,
824,2016,8,11,Tatoosh Island,Kinsey Frick,Steve Lonhart,1,5,4,,,16,10-20m,RELIEF,1m-2m,4,,,
825,2016,8,11,Tatoosh Island,Kinsey Frick,Steve Lonhart,1,5,4,,,16,10-20m,RELIEF,>2m,6,,,
826,2016,8,11,Tatoosh Island,Kinsey Frick,Steve Lonhart,1,5,4,,,16,10-20m,COVER,LEAFYRED,2,,,
827,2016,8,11,Tatoosh Island,Kinsey Frick,Steve Lonhart,1,5,4,,,16,10-20m,COVER,MACPYR_HF,2,,,
828,2016,8,11,Tatoosh Island,Kinsey Frick,Steve Lonhart,1,5,4,,,16,10-20m,COVER,CRUCOR,3,,,
829,2016,8,11,Tatoosh Island,Kinsey Frick,Steve Lonhart,1,5,4,,,16,10-20m,COVER,COLTUN,2,,,
830,2016,8,11,Tatoosh Island,Kinsey Frick,Steve Lonhart,1,5,4,,,16,10-20m,COVER,HYDROID,1,,,
831,2016,8,11,Tatoosh Island,Kinsey Frick,Steve Lonhart,1,5,4,,,16,20-30m,SUBSTRATE,BEDRK,10,,,
832,2016,8,11,Tatoosh Island,Kinsey Frick,Steve Lonhart,1,5,4,,,16,20-30m,RELIEF,1m-2m,3,,,
833,2016,8,11,Tatoosh Island,Kinsey Frick,Steve Lonhart,1,5,4,,,16,20-30m,RELIEF,>2m,7,,,
834,2016,8,11,Tatoosh Island,Kinsey Frick,Steve Lonhart,1,5,4,,,16,20-30m,COVER,LEAFYRED,1,,,
835,2016,8,11,Tatoosh Island,Kinsey Frick,Steve Lonhart,1,5,4,,,16,20-30m,COVER,MACPYR_HF,1,,,
836,2016,8,11,Tatoosh Island,Kinsey Frick,Steve Lonhart,1,5,4,,,16,20-30m,COVER,CRUCOR,2,,,
837,2016,8,11,Tatoosh Island,Kinsey Frick,Steve Lonhart,1,5,4,,,16,20-30m,COVER,COLTUN,3,,,
838,2016,8,11,Tatoosh Island,Kinsey Frick,Steve Lonhart,1,5,4,,,16,20-30m,COVER,BARNAC,1,,,
839,2016,8,11,Tatoosh Island,Kinsey Frick,Steve Lonhart,1,5,4,,,16,20-30m,COVER,HYDROID,1,,,
840,2016,8,11,Tatoosh Island,Kinsey Frick,Steve Lonhart,1,5,4,,,16,20-30m,COVER,SPONGE,2,,,
841,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,5,,,15,0-10m,SUBSTRATE,BEDRK,10,,,
842,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,5,,,15,0-10m,RELIEF,>2m,10,,,
843,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,5,,,15,0-10m,COVER,CRUCOR,1,,,
844,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,5,,,15,0-10m,COVER,ARTCOR,2,,,
845,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,5,,,15,0-10m,COVER,BARNAC,2,,,
846,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,5,,,15,0-10m,COVER,BROWNUN,4,,,
847,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,5,,,15,0-10m,COVER,SPONGE,1,,,
848,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,5,,,15,10-20m,SUBSTRATE,BEDRK,10,,,
849,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,5,,,15,10-20m,RELIEF,>2m,10,,,
850,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,5,,,15,10-20m,COVER,CRUCOR,1,,,
851,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,5,,,15,10-20m,COVER,ARTCOR,6,,,
852,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,5,,,15,10-20m,COVER,BROWNUN,1,,,
853,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,5,,,15,10-20m,COVER,COLTUN,2,,,
854,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,5,,,15,20-30m,SUBSTRATE,BEDRK,10,,,
855,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,5,,,15,20-30m,RELIEF,>2m,10,,,
856,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,5,,,15,20-30m,COVER,CRUCOR,1,,,
857,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,5,,,15,20-30m,COVER,ARTCOR,4,,,
858,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,5,,,15,20-30m,COVER,SPONGE,2,,,
859,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,5,,,15,20-30m,COVER,TUBEWORM,3,,,
860,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,6,,,15,0-10m,SUBSTRATE,BEDRK,10,,,
861,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,6,,,15,0-10m,RELIEF,1m-2m,1,,,
862,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,6,,,15,0-10m,RELIEF,>2m,9,,,
863,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,6,,,15,0-10m,COVER,CRUCOR,6,,,
864,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,6,,,15,0-10m,COVER,BARNAC,1,,,
865,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,6,,,15,0-10m,COVER,PTERO,1,,,
866,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,6,,,15,0-10m,COVER,BROWNUN,1,,,
867,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,6,,,15,0-10m,COVER,SPONGE,1,,,
868,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,6,,,15,10-20m,SUBSTRATE,BEDRK,10,,,
869,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,6,,,15,10-20m,RELIEF,10cm-1m,1,,,
870,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,6,,,15,10-20m,RELIEF,1m-2m,1,,,
871,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,6,,,15,10-20m,RELIEF,>2m,8,,,
872,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,6,,,15,10-20m,COVER,CRUCOR,5,,,
873,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,6,,,15,10-20m,COVER,BARNAC,1,,,
874,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,6,,,15,10-20m,COVER,NEREO_HF,2,,,
875,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,6,,,15,10-20m,COVER,COLTUN,2,,,
876,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,6,,,15,20-30m,SUBSTRATE,BEDRK,10,,,
877,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,6,,,15,20-30m,RELIEF,>2m,10,,,
878,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,6,,,15,20-30m,COVER,CRUCOR,5,,,
879,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,6,,,15,20-30m,COVER,ARTCOR,1,,,
880,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,6,,,15,20-30m,COVER,BARNAC,1,,,
881,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,6,,,15,20-30m,COVER,NEREO_HF,1,,,
882,2016,8,11,Tatoosh Island,Chris Harvey,Greg Williams,1,5,6,,,15,20-30m,COVER,BROWNUN,2,,,
883,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,1,,,31,0-10m,SUBSTRATE,BEDRK,2,,,
884,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,1,,,31,0-10m,SUBSTRATE,BOULD,5,,,
885,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,1,,,31,0-10m,SUBSTRATE,COB,2,,,
886,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,1,,,31,0-10m,SUBSTRATE,SAND,1,,,
887,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,1,,,31,0-10m,RELIEF,10cm-1m,9,,,
888,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,1,,,31,0-10m,RELIEF,1m-2m,1,,,
889,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,1,,,31,0-10m,COVER,SHELL,1,,,
890,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,1,,,31,0-10m,COVER,BRANCH,6,,,
891,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,1,,,31,0-10m,COVER,LACY,1,,,
892,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,1,,,31,0-10m,COVER,CRUCOR,1,,,
893,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,1,,,31,0-10m,COVER,BARSAN,1,,,
894,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,1,,,31,10-20m,SUBSTRATE,BEDRK,3,,,
895,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,1,,,31,10-20m,SUBSTRATE,BOULD,7,,,
896,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,1,,,31,10-20m,RELIEF,10cm-1m,10,,,
897,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,1,,,31,10-20m,COVER,BRANCH,7,,,
898,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,1,,,31,10-20m,COVER,CRUCOR,1,,,
899,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,1,,,31,10-20m,COVER,BROWNUN,2,,,
900,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,1,,,31,20-30m,SUBSTRATE,BEDRK,2,,,
901,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,1,,,31,20-30m,SUBSTRATE,BOULD,8,,,
902,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,1,,,31,20-30m,RELIEF,10cm-1m,10,,,
903,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,1,,,31,20-30m,COVER,BRANCH,6,,,
904,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,1,,,31,20-30m,COVER,CRUCOR,3,,,
905,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,1,,,31,20-30m,COVER,BROWNUN,1,,,
906,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,0-10m,SUBSTRATE,BEDRK,7,,,
907,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,0-10m,SUBSTRATE,BOULD,1,,,
908,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,0-10m,SUBSTRATE,COB,1,,,
909,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,0-10m,SUBSTRATE,SAND,1,,,
910,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,0-10m,RELIEF,10cm-1m,10,,,
911,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,0-10m,COVER,SHELL,1,,,
912,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,0-10m,COVER,BRANCH,6,,,
913,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,0-10m,COVER,LEAFYRED,1,,,
914,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,0-10m,COVER,CRUCOR,2,,,
915,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,10-20m,SUBSTRATE,BEDRK,8,,,
916,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,10-20m,SUBSTRATE,BOULD,1,,,
917,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,10-20m,SUBSTRATE,SAND,1,,,
918,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,10-20m,RELIEF,0-10cm,1,,,
919,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,10-20m,RELIEF,10cm-1m,9,,,
920,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,10-20m,COVER,SHELL,1,,,
921,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,10-20m,COVER,BRANCH,7,,,
922,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,10-20m,COVER,CRUCOR,1,,,
923,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,10-20m,COVER,SCUM,1,,,
924,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,20-30m,SUBSTRATE,BEDRK,5,,,
925,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,20-30m,SUBSTRATE,BOULD,2,,,
926,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,20-30m,SUBSTRATE,COB,1,,,
927,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,20-30m,SUBSTRATE,SAND,2,,,
928,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,20-30m,RELIEF,0-10cm,1,,,
929,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,20-30m,RELIEF,10cm-1m,8,,,
930,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,20-30m,RELIEF,>2m,1,,,
931,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,20-30m,COVER,SHELL,2,,,
932,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,20-30m,COVER,BRANCH,2,,,
933,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,20-30m,COVER,LACY,2,,,
934,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,20-30m,COVER,CRUCOR,2,,,
935,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,20-30m,COVER,BRYO,1,,,
936,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,2,,,26,20-30m,COVER,SCUM,1,,,
937,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,0-10m,SUBSTRATE,BEDRK,5,,,
938,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,0-10m,SUBSTRATE,BOULD,2,,,
939,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,0-10m,SUBSTRATE,COB,1,,,
940,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,0-10m,SUBSTRATE,SAND,2,,,
941,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,0-10m,RELIEF,10cm-1m,8,,,
942,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,0-10m,RELIEF,1m-2m,1,,,
943,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,0-10m,RELIEF,>2m,1,,,
944,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,0-10m,COVER,SHELL,2,,,
945,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,0-10m,COVER,BRANCH,4,,,
946,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,0-10m,COVER,CRUCOR,2,,,
947,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,0-10m,COVER,BRYO,1,,,
948,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,0-10m,COVER,SCUM,1,,,
949,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,10-20m,SUBSTRATE,BEDRK,4,,,
950,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,10-20m,SUBSTRATE,BOULD,3,,,
951,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,10-20m,SUBSTRATE,COB,1,,,
952,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,10-20m,SUBSTRATE,SAND,2,,,
953,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,10-20m,RELIEF,10cm-1m,8,,,
954,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,10-20m,RELIEF,1m-2m,2,,,
955,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,10-20m,COVER,SHELL,2,,,
956,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,10-20m,COVER,BRANCH,5,,,
957,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,10-20m,COVER,CRUCOR,3,,,
958,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,20-30m,SUBSTRATE,BEDRK,1,,,
959,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,20-30m,SUBSTRATE,BOULD,7,,,
960,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,20-30m,SUBSTRATE,COB,1,,,
961,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,20-30m,SUBSTRATE,SAND,1,,,
962,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,20-30m,RELIEF,10cm-1m,10,,,
963,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,20-30m,COVER,SHELL,1,,,
964,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,20-30m,COVER,BRANCH,8,,,
965,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,3,,,27,20-30m,COVER,CRUCOR,1,,,
966,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,4,,,26,0-10m,SUBSTRATE,BEDRK,4,,,
967,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,4,,,26,0-10m,SUBSTRATE,BOULD,4,,,
968,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,4,,,26,0-10m,SUBSTRATE,SAND,2,,,
969,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,4,,,26,0-10m,RELIEF,10cm-1m,8,,,
970,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,4,,,26,0-10m,RELIEF,1m-2m,1,,,
971,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,4,,,26,0-10m,RELIEF,>2m,1,,,
972,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,4,,,26,0-10m,COVER,SHELL,2,,,
973,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,4,,,26,0-10m,COVER,BRANCH,4,,,
974,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,4,,,26,0-10m,COVER,CRUCOR,2,,,
975,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,4,,,26,0-10m,COVER,BROWNUN,2,,,
976,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,4,,,26,10-20m,SUBSTRATE,BEDRK,3,,,
977,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,4,,,26,10-20m,SUBSTRATE,BOULD,6,,,
978,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,4,,,26,10-20m,SUBSTRATE,SAND,1,,,
979,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,4,,,26,10-20m,RELIEF,10cm-1m,7,,,
980,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,4,,,26,10-20m,RELIEF,1m-2m,3,,,
981,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,4,,,26,10-20m,COVER,SHELL,1,,,
982,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,4,,,26,10-20m,COVER,BRANCH,4,,,
983,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,4,,,26,10-20m,COVER,CRUCOR,4,,,
984,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,4,,,26,10-20m,COVER,BARNAC,1,,,
985,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,4,,,26,20-30m,SUBSTRATE,BEDRK,2,,,
986,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,4,,,26,20-30m,SUBSTRATE,BOULD,7,,,
987,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,4,,,26,20-30m,SUBSTRATE,SAND,1,,,
988,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,4,,,26,20-30m,RELIEF,10cm-1m,8,,,
989,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,4,,,26,20-30m,RELIEF,1m-2m,2,,,
990,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,4,,,26,20-30m,COVER,SHELL,1,,,
991,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,4,,,26,20-30m,COVER,BRANCH,9,,,
992,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,5,,,25,0-10m,SUBSTRATE,BOULD,8,,,
993,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,5,,,25,0-10m,SUBSTRATE,COB,1,,,
994,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,5,,,25,0-10m,SUBSTRATE,SAND,1,,,
995,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,5,,,25,0-10m,RELIEF,10cm-1m,10,,,
996,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,5,,,25,0-10m,COVER,SHELL,1,,,
997,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,5,,,25,0-10m,COVER,BRANCH,6,,,
998,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,5,,,25,0-10m,COVER,CRUCOR,2,,,
999,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,5,,,25,0-10m,COVER,BROWNUN,1,,,
1000,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,5,,,25,10-20m,SUBSTRATE,BOULD,7,,,
1001,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,5,,,25,10-20m,SUBSTRATE,COB,1,,,
1002,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,5,,,25,10-20m,SUBSTRATE,SAND,2,,,
1003,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,5,,,25,10-20m,RELIEF,0-10cm,1,,,
1004,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,5,,,25,10-20m,RELIEF,10cm-1m,7,,,
1005,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,5,,,25,10-20m,RELIEF,1m-2m,2,,,
1006,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,5,,,25,10-20m,COVER,SHELL,2,,,
1007,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,5,,,25,10-20m,COVER,BRANCH,7,,,
1008,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,5,,,25,10-20m,COVER,CRUCOR,1,,,
1009,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,5,,,25,20-30m,SUBSTRATE,BEDRK,1,,,
1010,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,5,,,25,20-30m,SUBSTRATE,BOULD,4,,,
1011,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,5,,,25,20-30m,SUBSTRATE,COB,3,,,
1012,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,5,,,25,20-30m,SUBSTRATE,SAND,2,,,
1013,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,5,,,25,20-30m,RELIEF,10cm-1m,10,,,
1014,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,5,,,25,20-30m,COVER,SHELL,2,,,
1015,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,5,,,25,20-30m,COVER,BRANCH,5,,,
1016,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,5,,,25,20-30m,COVER,LEAFYRED,1,,,
1017,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,5,,,25,20-30m,COVER,CRUCOR,2,,,
1018,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,6,,,24,0-10m,SUBSTRATE,BEDRK,1,,,
1019,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,6,,,24,0-10m,SUBSTRATE,BOULD,7,,,
1020,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,6,,,24,0-10m,SUBSTRATE,COB,2,,,
1021,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,6,,,24,0-10m,RELIEF,10cm-1m,9,,,
1022,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,6,,,24,0-10m,RELIEF,1m-2m,1,,,
1023,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,6,,,24,0-10m,COVER,BRANCH,8,,,
1024,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,6,,,24,0-10m,COVER,CRUCOR,2,,,
1025,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,6,,,24,10-20m,SUBSTRATE,BEDRK,1,,,
1026,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,6,,,24,10-20m,SUBSTRATE,BOULD,9,,,
1027,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,6,,,24,10-20m,RELIEF,10cm-1m,9,,,
1028,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,6,,,24,10-20m,RELIEF,1m-2m,1,,,
1029,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,6,,,24,10-20m,COVER,BRANCH,8,,,
1030,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,6,,,24,10-20m,COVER,CRUCOR,2,,,
1031,2016,8,10,Cape Alava,Chris Harvey,Greg Williams,1,10,6,,,24,20-30m,SUBSTRATE,BOULD,8,,,
