,map_index,ne_can,mi_ne_can,mi_ma_can,mi_tot_can,ma_can,tot_ne_can,tot_ma_can,tot_can,mipctnecan,mipctmacan,totpctnecan,totpctmacan,ne_pl,mi_ne_pl,mi_ma_pl,mi_tot_pl,ma_pl,tot_ne_pl,tot_ma_pl,tot_pl,mipctnepl,mipctmapl,totpctnepl,totpctmapl,rdi_ne,rdi_ma,rdi_sum,year_
399,30.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
400,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
401,32.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
402,33.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
403,34.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
404,35.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
405,36.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
406,37.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
407,38.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
408,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
409,40.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
410,41.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
411,1.1,12.8999996,0,0,0,0,12.8999996,0,12.8999996,0,0,100,0,71,0,0,0,0,71,0,71,0,0,100,0,0.18,0,0.18,1995
412,1.2,9.3999996,0,0,0,0,9.3999996,0,9.3999996,0,0,100,0,26.1000004,0,0,0,0,26.1000004,0,26.1000004,0,0,100,0,0.36,0,0.36,1995
413,2.1,0.2,0,0,0,0,0.2,0,0.2,0,0,100,0,2.8,0,0,0,0,2.8,0,2.8,0,0,100,0,0.07,0,0.07,1995
414,2.2,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,0.8,0,0,0,0,0.8,0,0.8,0,0,100,0,0.12,0,0.12,1995
415,2.3,0.5,0,0,0,0,0.5,0,0.5,0,0,100,0,6.8000002,0,0,0,0,6.8000002,0,6.8000002,0,0,100,0,0.08,0,0.08,1995
416,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
417,2.5,0.3,0,0,0,0,0.3,0,0.3,0,0,100,0,5,0,0,0,0,5,0,5,0,0,100,0,0.06,0,0.06,1995
418,3.1,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,1.8,0,0,0,0,1.8,0,1.8,0,0,100,0,0.05,0,0.05,1995
419,3.2,2.5,0,0,0,0,2.5,0,2.5,0,0,100,0,36.4000015,0,0,0,0,36.4000015,0,36.4000015,0,0,100,0,0.07,0,0.07,1995
420,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
421,4.2,0.2,0,0,0,0,0.2,0,0.2,0,0,100,0,4.5999999,0,0,0,0,4.5999999,0,4.5999999,0,0,100,0,0.05,0,0.05,1995
422,4.3,0.4,0,0,0,0,0.4,0,0.4,0,0,100,0,12.1000004,0,0,0,0,12.1000004,0,12.1000004,0,0,100,0,0.03,0,0.03,1995
423,5.1,0.3,0,0,0,0,0.3,0,0.3,0,0,100,0,5.6999998,0,0,0,0,5.6999998,0,5.6999998,0,0,100,0,0.05,0,0.05,1995
424,5.2,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,1,0,0,0,0,1,0,1,0,0,100,0,0.1,0,0.09,1995
425,6.1,8,0,0,0,0,8,0,8,0,0,100,0,31.6000004,0,0,0,0,31.6000004,0,31.6000004,0,0,100,0,0.25,0,0.25,1995
426,6.2,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,4.0999999,0,0,0,0,4.0999999,0,4.0999999,0,0,100,0,0.02,0,0.02,1995
427,7.1,4,0,0,0,0,4,0,4,0,0,100,0,88.5,0,0,0,0,88.5,0,88.5,0,0,100,0,0.04,0,0.04,1995
428,7.2,6,0,0,0,0,6,0,6,0,0,100,0,41.9000015,0,0,0,0,41.9000015,0,41.9000015,0,0,100,0,0.14,0,0.14,1995
429,7.3,43.7999992,0,0,0,0.9,43.7999992,0.9,44.5999985,0,0,98,2,126.5,0,0,0,0.8,126.5,0.8,127.3000031,0,0,99,1,0.35,1.05,0.35,1995
430,8.1,28,0,0,0,0,28,0,28,0,0,100,0,86.1999969,0,0,0,0,86.1999969,0,86.1999969,0,0,100,0,0.32,0,0.32,1995
431,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
432,8.3,2.5999999,0,0,0,0,2.5999999,0,2.5999999,0,0,100,0,10.8000002,0,0,0,0,10.8000002,0,10.8000002,0,0,100,0,0.24,0,0.24,1995
433,8.4,3.2,0,0,0,0,3.2,0,3.2,0,0,100,0,11.3999996,0,0,0,0,11.3999996,0,11.3999996,0,0,100,0,0.29,0,0.29,1995
434,9.1,2.0999999,0,0,0,28.5,2.0999999,28.5,30.5,0,0,7,93,21.2000008,0,0,0,93.6999969,21.2000008,93.6999969,114.9000015,0,0,18,82,0.1,0.3,0.27,1995
435,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
436,9.3,2.2,0.8,6.9000001,7.6999998,37,2.9000001,43.9000015,46.9000015,10,90,6,94,38.7000008,2.7,23.8999996,26.6000004,93.4000015,41.2999992,117.3000031,158.6999969,10,90,26,74,0.07,0.37,0.3,1995
437,10.1,0.4,1.3,11.5,12.8000002,25.1000004,1.7,36.5999985,38.2999992,10,90,4,96,12.3999996,4.1999998,38,42.2999992,69.5,16.7000008,107.5999985,124.3000031,10,90,13,87,0.1,0.34,0.31,1995
438,10.2,0.7,6.3000002,9.5,15.8000002,3.8,7,13.3000002,20.2999992,40,60,35,65,6.0999999,20.1000004,30.1000004,50.2000008,20.8999996,26.1000004,51,77.1999969,40,60,34,66,0.27,0.26,0.26,1995
439,10.3,0,0,0,0,18.7999992,0,18.7999992,18.7999992,0,0,0,100,0,0,0,0,45.7000008,0,45.7000008,45.7000008,0,0,0,100,0,0.41,0.41,1995
440,10.4,0.5,0,0,0,8.3000002,0.5,8.3000002,8.8000002,0,0,6,94,2.8,0,0,0,19.7000008,2.8,19.7000008,22.6000004,0,0,13,87,0.18,0.42,0.39,1995
441,10.5,0,10,40.0999985,50.0999985,3.5999999,10,43.7000008,53.7000008,20,80,19,81,0,23.7999992,95.0999985,118.9000015,22.1000004,23.7999992,117.1999969,141,20,80,17,83,0.42,0.37,0.38,1995
442,10.6,0.6,0.7,6.5,7.1999998,3.7,1.3,10.1999998,11.5,10,90,12,88,6.0999999,2.7,24.7000008,27.3999996,17.1000004,8.8000002,41.7999992,50.5999985,10,90,17,83,0.15,0.24,0.23,1995
443,11.1,1,0.3,1.3,1.6,34.5,1.3,35.7999992,37.0999985,20,80,4,96,14.8999996,1.3,5.1999998,6.4000001,84,16.2000008,89.1999969,105.4000015,20,80,15,85,0.08,0.4,0.35,1995
444,11.2,18,0.6,0.6,1.1,24,18.6000004,24.5,43.0999985,50,50,43,57,58.5,1.4,1.4,2.9000001,58.7000008,59.9000015,60.0999985,120.0999985,50,50,50,50,0.31,0.41,0.36,1995
445,11.3,0,0.9,1.4,2.3,1.9,0.9,3.3,4.1999998,40,60,22,78,0,4.1999998,6.1999998,10.3999996,7.5,4.1999998,13.8000002,18,40,60,23,77,0.22,0.24,0.24,1995
446,12.1,10.6000004,2.4000001,1.6,4,22.5,13,24.1000004,37,60,40,35,65,56.5,15.3000002,10.1999998,25.5,66,71.6999969,76.1999969,148,60,40,48,52,0.18,0.32,0.25,1995
447,13.1,0.4,0.2,1.9,2.2,6.5,0.6,8.3999996,9,10,90,7,93,10.1000004,1,9.3000002,10.3000002,23.7000008,11.1000004,33,44.0999985,10,90,25,75,0.05,0.25,0.2,1995
448,13.2,5.4000001,0,0,0,7,5.4000001,7,12.3000002,0,0,44,56,28.3999996,0,0,0,34.7000008,28.3999996,34.7000008,63,0,0,45,55,0.19,0.2,0.2,1995
449,14.1,13.6999998,0,0,0,49.5,13.6999998,49.5,63.2999992,0,0,22,78,86.6999969,0,0,0,118.5999985,86.6999969,118.5999985,205.3000031,0,0,42,58,0.16,0.42,0.31,1995
450,15.1,4.8000002,1.1,1.1,2.2,1.3,5.9000001,2.4000001,8.1999998,50,50,71,29,36.2000008,5.5,5.5,10.8999996,7.5,41.5999985,13,54.5999985,50,50,76,24,0.14,0.18,0.15,1995
451,15.2,9.3999996,7.4000001,7.4000001,14.6999998,7,16.7000008,14.3000002,31.1000004,50,50,54,46,56,23.7999992,23.7999992,47.5999985,22.6000004,79.8000031,46.4000015,126.1999969,50,50,63,37,0.21,0.31,0.25,1995
452,15.3,0.1,0.8,0.8,1.6,4.4000001,0.9,5.1999998,6,50,50,14,86,1.5,3.0999999,3.0999999,6.1999998,21.3999996,4.5999999,24.5,29.1000004,50,50,16,84,0.19,0.21,0.21,1995
453,15.4,11,1.8,1.8,3.5999999,7.4000001,12.8000002,9.1999998,22,50,50,58,42,51.9000015,7.4000001,7.4000001,14.6999998,20.6000004,59.2999992,27.8999996,87.1999969,50,50,68,32,0.22,0.33,0.25,1995
454,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
455,16.2,31,6,2.5999999,8.6000004,40.4000015,37,42.9000015,79.9000015,70,30,46,54,138.3999939,20.1000004,8.6000004,28.7000008,84.5,158.5,93.0999985,251.6000061,70,30,63,37,0.23,0.46,0.32,1995
456,16.3,8.6999998,0,0,0,0,8.6999998,0,8.6999998,0,0,100,0,45.7999992,0,0,0,0,45.7999992,0,45.7999992,0,0,100,0,0.19,0,0.19,1995
457,16.4,6.4000001,0,0,0,0.8,6.4000001,0.8,7.3000002,0,0,88,12,49,0,0,0,7.3000002,49,7.3000002,56.2000008,0,0,87,13,0.13,0.12,0.13,1995
458,17.1,0.7,0.2,0.2,0.5,6.8000002,1,7.0999999,8.1000004,50,50,12,88,12,3.5,3.5,7,27.7000008,15.5,31.2000008,46.7000008,50,50,33,67,0.06,0.23,0.17,1995
459,17.2,1.3,2.5,0.3,2.8,2.5999999,3.8,2.9000001,6.6999998,90,10,57,43,8.3999996,16,1.8,17.7999992,19.1000004,24.3999996,20.8999996,45.2999992,90,10,54,46,0.16,0.14,0.15,1995
460,17.3,1.3,0,0,0,0,1.3,0,1.3,0,0,100,0,20.7000008,0,0,0,0,20.7000008,0,20.7000008,0,0,100,0,0.06,0,0.06,1995
461,18.1,0.1,0,0,0,0.9,0.1,0.9,1,0,0,10,90,3.2,0,0,0,8.6999998,3.2,8.6999998,11.8999996,0,0,27,73,0.03,0.1,0.09,1995
462,18.2,0.5,0,0,0,3.5999999,0.5,3.5999999,4.0999999,0,0,13,87,10.5,0,0,0,15.6000004,10.5,15.6000004,26.2000008,0,0,40,60,0.05,0.23,0.16,1995
463,19.1,2.4000001,0,0,0,92.9000015,2.4000001,92.9000015,95.1999969,0,0,2,98,36,0,0,0,195.1000061,36,195.1000061,231.1000061,0,0,16,84,0.07,0.48,0.41,1995
464,19.2,2.5,0,0,0,19.6000004,2.5,19.6000004,22.1000004,0,0,11,89,33.4000015,0,0,0,70.8000031,33.4000015,70.8000031,104.1999969,0,0,32,68,0.07,0.28,0.21,1995
465,20.1,1.2,0,0,0,0.6,1.2,0.6,1.7,0,0,68,32,14.6999998,0,0,0,9.3000002,14.6999998,9.3000002,24,0,0,61,39,0.08,0.06,0.07,1995
466,20.2,1.2,0,0,0,4,1.2,4,5.1999998,0,0,24,76,15,0,0,0,16.7000008,15,16.7000008,31.7000008,0,0,47,53,0.08,0.24,0.16,1995
467,21.1,0.4,0,0,0,3.9000001,0.4,3.9000001,4.3000002,0,0,10,90,3.8,0,0,0,22.5,3.8,22.5,26.3999996,0,0,15,85,0.11,0.17,0.16,1995
468,21.2,0.7,0,0,0,6.0999999,0.7,6.0999999,6.8000002,0,0,11,89,4.8000002,0,0,0,27.2999992,4.8000002,27.2999992,32.2000008,0,0,15,85,0.15,0.22,0.21,1995
469,22.1,0.3,0,0,0,1.6,0.3,1.6,1.9,0,0,17,83,5.1999998,0,0,0,4.9000001,5.1999998,4.9000001,10,0,0,51,49,0.06,0.33,0.19,1995
470,22.2,0.3,0,0,0,6.0999999,0.3,6.0999999,6.4000001,0,0,5,95,9.1999998,0,0,0,19,9.1999998,19,28.2000008,0,0,33,67,0.03,0.32,0.23,1995
471,23.1,2.0999999,0,0,0,0,2.0999999,0,2.0999999,0,0,100,0,22.2000008,0,0,0,0,22.2000008,0,22.2000008,0,0,100,0,0.09,0,0.09,1995
472,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
473,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
474,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
475,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
476,25.2,0.1,0.4,1,1.4,9.1999998,0.5,10.1999998,10.6999998,30,70,5,95,2.7,1.3,3,4.3000002,42,4,45,48.9000015,30,70,8,92,0.12,0.23,0.22,1995
477,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
478,27.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
479,28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
480,29.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
481,30.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
482,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
483,32.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
484,33.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
485,34.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
486,35.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
487,36.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
488,37.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
489,38.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
490,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
491,40.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
492,41.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
493,1.1,16.2999992,0,0,0,0,16.2999992,0,16.2999992,0,0,100,0,66.0999985,0,0,0,0,66.0999985,0,66.0999985,0,0,100,0,0.25,0,0.25,1996
494,1.2,9.8000002,0,0,0,0,9.8000002,0,9.8000002,0,0,100,0,24.2000008,0,0,0,0,24.2000008,0,24.2000008,0,0,100,0,0.4,0,0.4,1996
495,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
496,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
497,2.3,0.6,0,0,0,0,0.6,0,0.6,0,0,100,0,4.1999998,0,0,0,0,4.1999998,0,4.1999998,0,0,100,0,0.14,0,0.14,1996
498,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
499,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
500,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
501,3.2,8.1000004,0,0,0,0,8.1000004,0,8.1000004,0,0,100,0,60.5999985,0,0,0,0,60.5999985,0,60.5999985,0,0,100,0,0.13,0,0.13,1996
502,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
503,4.2,0.2,0,0,0,0,0.2,0,0.2,0,0,100,0,6.5,0,0,0,0,6.5,0,6.5,0,0,100,0,0.03,0,0.03,1996
504,4.3,0.8,0,0,0,0,0.8,0,0.8,0,0,100,0,15.8999996,0,0,0,0,15.8999996,0,15.8999996,0,0,100,0,0.05,0,0.05,1996
505,5.1,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,2.2,0,0,0,0,2.2,0,2.2,0,0,100,0,0.07,0,0.07,1996
506,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
507,6.1,4.5,0,0,0,0,4.5,0,4.5,0,0,100,0,30.3999996,0,0,0,0,30.3999996,0,30.3999996,0,0,100,0,0.15,0,0.15,1996
508,6.2,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,5.5,0,0,0,0,5.5,0,5.5,0,0,100,0,0.02,0,0.02,1996
509,7.1,12.1999998,0,0,0,0,12.1999998,0,12.1999998,0,0,100,0,101.5999985,0,0,0,0,101.5999985,0,101.5999985,0,0,100,0,0.12,0,0.12,1996
510,7.2,4.5999999,0,0,0,0,4.5999999,0,4.5999999,0,0,100,0,23.2000008,0,0,0,0,23.2000008,0,23.2000008,0,0,100,0,0.2,0,0.2,1996
511,7.3,44.7999992,0,0,0,0.8,44.7999992,0.8,45.5,0,0,98,2,133.1999969,0,0,0,4.5,133.1999969,4.5,137.6000061,0,0,97,3,0.34,0.17,0.33,1996
512,8.1,24.8999996,0,0,0,0,24.8999996,0,24.8999996,0,0,100,0,79.4000015,0,0,0,0,79.4000015,0,79.4000015,0,0,100,0,0.31,0,0.31,1996
513,8.2,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,1.3,0,0,0,0,1.3,0,1.3,0,0,100,0,0.04,0,0.04,1996
514,8.3,3.3,0,0,0,0,3.3,0,3.3,0,0,100,0,15.8999996,0,0,0,0,15.8999996,0,15.8999996,0,0,100,0,0.21,0,0.21,1996
515,8.4,6,0,0,0,0,6,0,6,0,0,100,0,16.7000008,0,0,0,0,16.7000008,0,16.7000008,0,0,100,0,0.36,0,0.36,1996
516,9.1,7,0,0,0,22.6000004,7,22.6000004,29.6000004,0,0,24,76,32.4000015,0,0,0,82.9000015,32.4000015,82.9000015,115.3000031,0,0,28,72,0.22,0.27,0.26,1996
517,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
518,9.3,4.3000002,0.7,2.8,3.5999999,42.2999992,5,45.0999985,50.0999985,20,80,10,90,42.5999985,1.8,7.1999998,9,89.8000031,44.4000015,96.9000015,141.3000031,20,80,31,69,0.11,0.47,0.35,1996
519,10.1,2.0999999,0.4,3.9000001,4.3000002,31.2000008,2.5,35.0999985,37.5999985,10,90,7,93,32.7999992,1.4,12.8000002,14.1999998,79.0999985,34.2999992,91.9000015,126.0999985,10,90,27,73,0.07,0.38,0.3,1996
520,10.2,0,5,7.5,12.3999996,2.8,5,10.1999998,15.1999998,40,60,33,67,1.7,21.8999996,32.7999992,54.7000008,13.3999996,23.6000004,46.2000008,69.8000031,40,60,34,66,0.21,0.22,0.22,1996
521,10.3,0,0,0,0,17.8999996,0,17.8999996,17.8999996,0,0,0,100,0,0,0,0,39.9000015,0,39.9000015,39.9000015,0,0,0,100,0,0.45,0.45,1996
522,10.4,0.8,0,0,0,8.1999998,0.8,8.1999998,9,0,0,8,92,4.3000002,0,0,0,17.3999996,4.3000002,17.3999996,21.7000008,0,0,20,80,0.17,0.47,0.41,1996
523,10.5,0.3,6.8000002,27.2000008,34.0999985,4.9000001,7.0999999,32.2000008,39.2999992,20,80,18,82,4.5999999,17.2000008,69,86.1999969,20.8999996,21.7999992,89.9000015,111.6999969,20,80,20,80,0.33,0.36,0.35,1996
524,10.6,1.9,1,4,5,3.5999999,2.9000001,7.5999999,10.5,20,80,28,72,8,3.8,15.3000002,19.1000004,16.5,11.8999996,31.7999992,43.5999985,20,80,27,73,0.25,0.24,0.24,1996
525,11.1,1.6,0.3,0,0.3,33.7000008,1.9,33.7999992,35.5999985,90,10,5,95,16,2.0999999,0.2,2.3,81.6999969,18.1000004,82,100,90,10,18,82,0.1,0.41,0.36,1996
526,11.2,15.6000004,0,0,0,26.7999992,15.6000004,26.7999992,42.2999992,0,0,37,63,58.2000008,0,0,0,59.5,58.2000008,59.5,117.6999969,0,0,49,51,0.27,0.45,0.36,1996
527,11.3,0.1,1.3,1.9,3.2,3.5999999,1.4,5.5,6.9000001,40,60,20,80,1.2,4.5999999,6.9000001,11.3999996,9.3999996,5.6999998,16.2000008,21.8999996,40,60,26,74,0.24,0.34,0.32,1996
528,12.1,26.5,4,2.7,6.6999998,21.5,30.6000004,24.2000008,54.7000008,60,40,56,44,88.5999985,17.3999996,11.6000004,29,52.7000008,106,64.3000031,170.3000031,60,40,62,38,0.29,0.38,0.32,1996
529,13.1,0.9,0.5,2,2.5,6.5,1.4,8.5,9.8999996,20,80,14,86,13.5,1.9,7.4000001,9.3000002,23.1000004,15.3999996,30.6000004,46,20,80,33,67,0.09,0.28,0.21,1996
530,13.2,10.3000002,0,0,0,8.8999996,10.3000002,8.8999996,19.1000004,0,0,54,46,35.2000008,0,0,0,32.5999985,35.2000008,32.5999985,67.9000015,0,0,52,48,0.29,0.27,0.28,1996
531,14.1,25.6000004,0,0,0,50.5999985,25.6000004,50.5999985,76.3000031,0,0,34,66,138.6999969,0,0,0,119.5999985,138.6999969,119.5999985,258.2999878,0,0,54,46,0.18,0.42,0.3,1996
532,15.1,7.9000001,1.3,1.3,2.5999999,1.7,9.1999998,3,12.1999998,50,50,75,25,34.0999985,5.6999998,5.6999998,11.5,7.0999999,39.7999992,12.8000002,52.7000008,50,50,76,24,0.23,0.23,0.23,1996
533,15.2,42.2999992,0.9,0.9,1.8,14.6999998,43.2000008,15.6999998,58.9000015,50,50,73,27,128.6000061,7.0999999,7.0999999,14.1000004,39.7000008,135.6999969,46.7999992,182.5,50,50,74,26,0.32,0.33,0.32,1996
534,15.3,3.5,0,0,0,7.3000002,3.5,7.3000002,10.8000002,0,0,32,68,11.8999996,0,0,0,22.5,11.8999996,22.5,34.4000015,0,0,35,65,0.29,0.32,0.31,1996
535,15.4,28.5,0,0,0,11,28.5,11,39.5,0,0,72,28,70.9000015,0,0,0,27.7999992,70.9000015,27.7999992,98.6999969,0,0,72,28,0.4,0.4,0.4,1996
536,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
537,16.2,64.8000031,2.7,1.8,4.5,48.2999992,67.5,50.0999985,117.5999985,60,40,57,43,181.3999939,6.1999998,4.0999999,10.3000002,87,187.6000061,91.0999985,278.6000061,60,40,67,33,0.36,0.55,0.42,1996
538,16.3,10,0,0,0,0,10,0,10,0,0,100,0,33.4000015,0,0,0,0,33.4000015,0,33.4000015,0,0,100,0,0.3,0,0.3,1996
539,16.4,17.2999992,0,0,0,0.1,17.2999992,0.1,17.3999996,0,0,100,0,85.4000015,0,0,0,1.1,85.4000015,1.1,86.4000015,0,0,99,1,0.2,0.07,0.2,1996
540,17.1,1.4,0.5,0.1,0.7,8.1999998,1.9,8.3000002,10.1999998,80,20,19,81,14.6000004,4.9000001,1.2,6.1999998,23.2999992,19.5,24.5,44,80,20,44,56,0.1,0.34,0.23,1996
541,17.2,1,3,0.7,3.7,2.9000001,4,3.5999999,7.5999999,80,20,52,48,12.6000004,13.8999996,3.5,17.3999996,16.1000004,26.5,19.6000004,46.0999985,80,20,58,42,0.15,0.19,0.17,1996
542,17.3,0.6,0,0,0,0,0.6,0,0.6,0,0,100,0,12.8000002,0,0,0,0,12.8000002,0,12.8000002,0,0,100,0,0.05,0,0.05,1996
543,18.1,0.6,0,0,0,0.7,0.6,0.7,1.3,0,0,45,55,7,0,0,0,7.3000002,7,7.3000002,14.3000002,0,0,49,51,0.08,0.09,0.09,1996
544,18.2,0.7,0,0,0,4.3000002,0.7,4.3000002,5,0,0,15,85,9.6999998,0,0,0,13.1000004,9.6999998,13.1000004,22.7999992,0,0,42,58,0.08,0.33,0.22,1996
545,19.1,19.2999992,0,0,0,98.1999969,19.2999992,98.1999969,117.4000015,0,0,16,84,106.4000015,0,0,0,191.1000061,106.4000015,191.1000061,297.5,0,0,36,64,0.18,0.51,0.39,1996
546,19.2,12.1000004,0,0,0,27.7000008,12.1000004,27.7000008,39.9000015,0,0,30,70,63.9000015,0,0,0,65.1999969,63.9000015,65.1999969,129.1000061,0,0,50,50,0.19,0.43,0.31,1996
547,20.1,0.2,0,0,0,0.1,0.2,0.1,0.3,0,0,70,30,4.9000001,0,0,0,1.3,4.9000001,1.3,6.1999998,0,0,79,21,0.05,0.08,0.05,1996
548,20.2,2.2,0,0,0,0.1,2.2,0.1,2.3,0,0,96,4,16.7000008,0,0,0,0.9,16.7000008,0.9,17.5,0,0,95,5,0.13,0.11,0.13,1996
549,21.1,0.9,0,0,0,2.3,0.9,2.3,3.2,0,0,29,71,7.1999998,0,0,0,8.3000002,7.1999998,8.3000002,15.5,0,0,46,54,0.13,0.27,0.21,1996
550,21.2,1.1,0,0,0,2.9000001,1.1,2.9000001,4,0,0,27,73,5.5999999,0,0,0,14.1000004,5.5999999,14.1000004,19.7000008,0,0,28,72,0.19,0.2,0.2,1996
551,22.1,0.1,0,0,0,0.8,0.1,0.8,0.9,0,0,9,91,2.8,0,0,0,4.1999998,2.8,4.1999998,7,0,0,40,60,0.03,0.19,0.13,1996
552,22.2,0.9,0,0,0,4.5999999,0.9,4.5999999,5.5999999,0,0,17,83,10.8999996,0,0,0,11.3000002,10.8999996,11.3000002,22.2000008,0,0,49,51,0.08,0.41,0.25,1996
553,23.1,1.6,0,0,0,0,1.6,0,1.6,0,0,100,0,11.3000002,0,0,0,0,11.3000002,0,11.3000002,0,0,100,0,0.14,0,0.14,1996
554,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
555,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
